epoch,step,train_discriminator_accuracy,train_discriminator_loss,train_generator_loss,validation_discriminator_accuracy,validation_discriminator_loss,validation_generator_loss
288,6357,,,,0.7285714285714285,1.190006971359253,0.8586450219154358
289,6379,,,,0.8,1.1279401779174805,0.8365870714187622
290,6399,0.75,1.2068710327148438,0.9263635873794556,,,
290,6401,,,,0.5571428571428572,1.2708873748779297,0.4870206117630005
291,6423,,,,0.6714285714285714,1.135936975479126,0.7176136374473572
292,6445,,,,0.7142857142857143,1.1803386211395264,0.7574504613876343
293,6449,0.84375,1.1410599946975708,0.9829651713371277,,,
293,6467,,,,0.6285714285714286,1.2536969184875488,0.614700973033905
294,6489,,,,0.7571428571428571,1.0909491777420044,0.7518889904022217
295,6499,0.71875,1.1442396640777588,1.0989792346954346,,,
295,6511,,,,0.7571428571428571,1.1239960193634033,1.1175569295883179
296,6533,,,,0.7428571428571429,1.1207389831542969,0.6929798126220703
297,6549,0.90625,1.0073668956756592,0.9416377544403076,,,
297,6555,,,,0.5714285714285714,1.3111927509307861,0.5545074343681335
298,6577,,,,0.7714285714285715,1.1668291091918945,0.8695905208587646
299,6599,0.7142857142857143,1.138073444366455,0.9252172708511353,,,
299,6599,,,,0.6571428571428571,1.1601800918579102,0.6107023358345032
