epoch,step,train_discriminator_loss,train_generator_loss,validation_discriminator_loss,validation_generator_loss
0,49,0.1306372582912445,1.4328047037124634,,
0,99,0.11473657190799713,1.800276279449463,,
0,149,0.19748346507549286,1.912937045097351,,
0,199,0.38502538204193115,1.9599233865737915,,
0,249,0.5469931364059448,0.3599759340286255,,
0,299,0.5504486560821533,0.6644473671913147,,
0,349,0.5552694201469421,0.49450165033340454,,
0,399,0.3901247978210449,0.7059066295623779,,
0,449,0.4093250036239624,0.690505862236023,,
0,499,0.4677593410015106,0.29010987281799316,,
0,549,0.4036412835121155,0.44831645488739014,,
0,599,0.4568972587585449,0.38750845193862915,,
0,649,0.5117923021316528,0.9691701531410217,,
0,699,0.3842385709285736,0.7666223645210266,,
0,749,0.5321687459945679,0.22421956062316895,,
0,799,0.3902052044868469,1.0041152238845825,,
0,849,0.39253103733062744,0.803912341594696,,
0,899,0.3334202170372009,0.3138129413127899,,
0,949,0.42918717861175537,0.8530622720718384,,
0,999,0.4857727885246277,0.3323304057121277,,
0,1049,0.5006754398345947,0.20197507739067078,,
0,1099,0.35537752509117126,0.41076821088790894,,
0,1149,0.3415139317512512,0.5137900710105896,,
0,1199,0.30691230297088623,0.6585403680801392,,
0,1249,0.37992143630981445,0.7922704219818115,,
0,1299,0.3952847719192505,0.5941193103790283,,
0,1349,0.3510535955429077,0.3727806806564331,,
0,1399,0.35981616377830505,0.4119032025337219,,
0,1449,0.5046361684799194,0.7983802556991577,,
0,1499,0.38723790645599365,0.5354502201080322,,
0,1549,0.4386547803878784,0.4632491171360016,,
0,1599,0.4602937400341034,0.19667668640613556,,
0,1649,0.34626466035842896,0.5344111919403076,,
0,1699,0.43115565180778503,0.25960487127304077,,
0,1749,0.4103582501411438,0.5719414949417114,,
0,1799,0.3408675789833069,0.5518133044242859,,
0,1839,,,0.5638591647148132,1.1739956140518188
1,1849,0.4209706783294678,0.5855997800827026,,
1,1899,0.4190710783004761,0.5637403130531311,,
1,1949,0.47626933455467224,0.2281392514705658,,
1,1999,0.39035388827323914,0.9998350143432617,,
1,2049,0.3695199489593506,0.47426071763038635,,
1,2099,0.3924124240875244,0.4269264042377472,,
1,2149,0.4186318814754486,0.380622923374176,,
1,2199,0.2366442084312439,0.8861196041107178,,
1,2249,0.369951456785202,0.7413939833641052,,
1,2299,0.23085424304008484,0.89755779504776,,
1,2349,0.4156600832939148,0.6875253319740295,,
1,2399,0.324711412191391,0.8651186227798462,,
1,2449,0.31911081075668335,0.695635199546814,,
1,2499,0.20528557896614075,0.7939085960388184,,
1,2549,0.24127304553985596,0.43119001388549805,,
1,2599,0.19323687255382538,0.8701412677764893,,
1,2649,0.253231406211853,0.39508748054504395,,
1,2699,0.18873487412929535,0.793394148349762,,
1,2749,0.39616158604621887,0.21480371057987213,,
1,2799,0.2894124388694763,0.6504404544830322,,
1,2849,0.13926558196544647,0.9697710871696472,,
1,2899,0.06317858397960663,0.5316190719604492,,
1,2949,0.17169339954853058,0.5313011407852173,,
1,2999,0.3576720952987671,0.7664400339126587,,
1,3049,0.2562961280345917,0.9985175132751465,,
1,3099,0.1571873277425766,0.7253308296203613,,
1,3149,0.10454165935516357,0.664771318435669,,
1,3199,0.25767168402671814,1.1555899381637573,,
1,3249,0.15639226138591766,1.3151283264160156,,
