epoch,knn_accuracy,step,train_discriminator_loss,train_generator_loss,validation_discriminator_loss,validation_generator_loss
0,,49,0.23016847670078278,0.9948837757110596,,
0,0.5762050151824951,459,,,0.6578184962272644,0.043252117931842804
7,0.5246302485466003,3679,,,0.27796974778175354,0.5685370564460754
8,,3699,0.05781004950404167,1.4609878063201904,,
8,,3749,0.09938646107912064,1.226911187171936,,
8,,3799,0.09550221264362335,1.3832570314407349,,
8,,3849,0.25290316343307495,1.2173786163330078,,
8,,3899,0.06734424829483032,1.0969533920288086,,
8,,3949,0.0358591191470623,1.4313256740570068,,
8,,3999,0.19255205988883972,1.1884843111038208,,
8,,4049,0.06437177956104279,1.3067456483840942,,
8,,4099,0.06496339291334152,1.313762903213501,,
8,0.514622688293457,4139,,,0.31267496943473816,0.5955865979194641
9,,4149,0.09090166538953781,1.552042007446289,,
9,,4199,0.09583273530006409,1.2354594469070435,,
9,,4249,0.03277670592069626,1.0307745933532715,,
9,,4299,0.06743979454040527,1.59757399559021,,
9,,4349,0.06997840851545334,1.2889740467071533,,
9,,4399,0.14273253083229065,1.7574548721313477,,
9,,4449,0.10022636502981186,1.413019061088562,,
9,,4499,0.2656135857105255,1.1213990449905396,,
9,,4549,0.09458933770656586,1.669368028640747,,
9,,4599,0.06636743992567062,1.2679784297943115,,
9,0.5397785902023315,4599,,,0.28329265117645264,0.9748919606208801
10,,4649,0.05006738752126694,1.09521484375,,
10,,4699,0.12801161408424377,1.355317234992981,,
10,,4749,0.19042527675628662,2.0816478729248047,,
10,,4799,0.10764774680137634,1.1674814224243164,,
10,,4849,0.07014236599206924,1.2924442291259766,,
10,,4899,0.11330488324165344,1.167536735534668,,
10,,4949,0.1237793043255806,1.1600546836853027,,
10,,4999,0.237310528755188,0.761946439743042,,
10,,5049,0.13137662410736084,1.189636468887329,,
10,0.5718371272087097,5059,,,0.46331265568733215,0.7718790173530579
11,,5099,0.16976237297058105,1.7072594165802002,,
11,,5149,0.07610537111759186,1.3730682134628296,,
11,,5199,0.1509714126586914,1.1914126873016357,,
11,,5249,0.09117825329303741,1.0185997486114502,,
11,,5299,0.1653413623571396,1.3392903804779053,,
11,,5349,0.08922654390335083,1.0738085508346558,,
11,,5399,0.10472967475652695,1.0754585266113281,,
11,,5449,0.2220652997493744,1.5729888677597046,,
11,,5499,0.14594006538391113,1.0655266046524048,,
11,0.5715720653533936,5519,,,0.3774779140949249,0.5423105955123901
12,,5549,0.14866434037685394,1.200645923614502,,
12,,5599,0.1027824729681015,1.277040719985962,,
12,,5649,0.07663099467754364,1.1712404489517212,,
12,,5699,0.09902437776327133,1.3380250930786133,,
12,,5749,0.10624481737613678,1.3397014141082764,,
12,,5799,0.1847894787788391,0.7275925278663635,,
12,,5849,0.15363836288452148,0.7806513905525208,,
12,,5899,0.08254674077033997,1.24662184715271,,
12,,5949,0.12341385334730148,1.2514643669128418,,
12,0.5804169774055481,5979,,,0.3344744145870209,0.5688976049423218
13,,5999,0.1379469335079193,1.1027522087097168,,
13,,6049,0.10874612629413605,0.6269103288650513,,
13,,6099,0.17156094312667847,0.6531565189361572,,
13,,6149,0.14050546288490295,0.9154855608940125,,
13,,6199,0.07751697301864624,1.139534592628479,,
13,,6249,0.10635048896074295,1.3960556983947754,,
13,,6299,0.0671297162771225,1.1081385612487793,,
13,,6349,0.062199681997299194,1.119478464126587,,
13,,6399,0.1980447918176651,1.8783358335494995,,
13,0.5893777012825012,6439,,,0.3771537244319916,0.5729621648788452
14,,6449,0.09105020761489868,0.8573579788208008,,
14,,6499,0.15608073770999908,0.7340928316116333,,
14,,6549,0.08755341917276382,1.1845121383666992,,
14,,6599,0.12317472696304321,0.7562057375907898,,
14,,6649,0.05899938941001892,1.2315311431884766,,
14,,6699,0.18103936314582825,0.7960758805274963,,
14,,6749,0.05785403028130531,1.1688429117202759,,
14,,6799,0.3696424961090088,0.5308024287223816,,
14,,6849,0.23722700774669647,1.0465331077575684,,
14,,6899,0.11161482334136963,1.015582799911499,,
14,0.588168203830719,6899,,,0.3867509663105011,0.5487819910049438
15,,6949,0.03225598856806755,1.3681190013885498,,
15,,6999,0.05114491283893585,1.507060170173645,,
15,,7049,0.048908647149801254,0.854039192199707,,
15,,7099,0.06609366089105606,1.1378138065338135,,
15,,7149,0.6214176416397095,1.430808186531067,,
15,,7199,0.09362062066793442,0.9157679677009583,,
15,,7249,0.17722740769386292,1.2541035413742065,,
15,,7299,0.14144688844680786,1.3642675876617432,,
15,,7349,0.06387865543365479,1.6700701713562012,,
15,0.5681954026222229,7359,,,0.42242226004600525,0.403802752494812
16,,7399,0.08000632375478745,0.9889621734619141,,
16,,7449,0.11435441672801971,0.7483416199684143,,
16,,7499,0.10728445649147034,0.8926019072532654,,
16,,7549,0.06295788288116455,1.7156014442443848,,
16,,7599,0.059528760612010956,1.095263123512268,,
16,,7649,0.061112578958272934,0.9501184225082397,,
16,,7699,0.19860318303108215,0.5712960958480835,,
16,,7749,0.13754543662071228,0.9753035306930542,,
16,,7799,0.05254046246409416,1.3070852756500244,,
16,0.5900503396987915,7819,,,0.35144513845443726,0.4889013469219208
17,,7849,0.06329400837421417,0.7706133127212524,,
17,,7899,0.08273132145404816,0.987602949142456,,
17,,7949,0.1441195011138916,1.0678114891052246,,
17,,7999,0.0561223104596138,1.0817859172821045,,
17,,8049,0.04555666074156761,1.2222752571105957,,
17,,8099,0.08904753625392914,0.5602763295173645,,
17,,8149,0.049090348184108734,1.2594354152679443,,
17,,8199,0.024855807423591614,1.0721406936645508,,
17,,8249,0.0862770602107048,0.9650656580924988,,
17,0.5638141632080078,8279,,,0.3993207812309265,0.49819138646125793
18,,8299,0.02209768071770668,1.053866982460022,,
18,,8349,0.06374253332614899,1.0158045291900635,,
18,,8399,0.23707722127437592,0.9274020195007324,,
18,,8449,0.12706805765628815,1.4679962396621704,,
18,,8499,0.16898036003112793,0.2847908139228821,,
18,,8549,0.078768789768219,1.2433675527572632,,
18,,8599,0.062433838844299316,1.1895229816436768,,
18,,8649,0.030451208353042603,1.6244306564331055,,
18,,8699,0.11199044436216354,1.4055087566375732,,
18,0.5602882504463196,8739,,,0.4006054103374481,0.4127795100212097
19,,8749,0.023482171818614006,1.213841199874878,,
19,,8799,0.0800098329782486,1.113581895828247,,
19,,8849,0.08343777805566788,0.7725062370300293,,
19,,8899,0.1329137086868286,0.7688406705856323,,
19,,8949,0.05599126219749451,0.9260225296020508,,
19,,8999,0.18940937519073486,0.9560188055038452,,
19,,9049,0.08524420857429504,0.941066324710846,,
19,,9099,0.035623952746391296,0.6103337407112122,,
19,,9149,0.07317574322223663,0.6767940521240234,,
19,,9199,0.18791863322257996,0.5445390343666077,,
19,0.5670950412750244,9199,,,0.3921789526939392,0.4643450081348419
20,,9249,0.0861143171787262,0.7577868700027466,,
20,,9299,0.02394411712884903,1.0441168546676636,,
20,,9349,0.12970532476902008,0.895409107208252,,
20,,9399,0.036584578454494476,0.9590659141540527,,
20,,9449,0.32265520095825195,0.509446382522583,,
20,,9499,0.14308631420135498,0.9355436563491821,,
20,,9549,0.047017015516757965,0.9156907200813293,,
20,,9599,0.031417518854141235,1.072176218032837,,
20,,9649,0.05989743769168854,1.3981361389160156,,
20,0.564622700214386,9659,,,0.36489397287368774,0.46974068880081177
21,,9699,0.07894489914178848,1.2340781688690186,,
21,,9749,0.25060373544692993,1.0781203508377075,,
21,,9799,0.16825053095817566,0.7000333666801453,,
21,,9849,0.06534282863140106,1.3077237606048584,,
21,,9899,0.14613668620586395,0.6196272969245911,,
21,,9949,0.08869233727455139,0.9368426203727722,,
21,,9999,0.031049486249685287,1.4174017906188965,,
21,,10049,0.06553003191947937,1.4272267818450928,,
21,,10099,0.07580682635307312,0.8230849504470825,,
21,0.5485566854476929,10119,,,0.35446062684059143,0.4621906280517578
22,,10149,0.05765357241034508,1.1877777576446533,,
22,,10199,0.03421328589320183,0.9678376913070679,,
22,,10249,0.06429048627614975,1.1799111366271973,,
22,,10299,0.018360525369644165,0.9036000370979309,,
22,,10349,0.03277822956442833,1.3107857704162598,,
22,,10399,0.23234307765960693,0.6161444187164307,,
22,,10449,0.07144434750080109,0.7808140516281128,,
22,,10499,0.2591759264469147,1.3447400331497192,,
22,,10549,0.03745889663696289,0.5189574956893921,,
22,0.5618718862533569,10579,,,0.3986036479473114,0.4309674799442291
23,,10599,0.17702911794185638,0.4707961678504944,,
23,,10649,0.05632203444838524,1.141768217086792,,
23,,10699,0.07811523973941803,1.3210628032684326,,
23,,10749,0.07318738847970963,1.0792315006256104,,
23,,10799,0.19895683228969574,1.507582664489746,,
23,,10849,0.09654807299375534,0.9871523380279541,,
23,,10899,0.055964238941669464,0.8146423697471619,,
23,,10949,0.06731913238763809,1.1512861251831055,,
23,,10999,0.08049635589122772,0.9843685626983643,,
23,0.5646093487739563,11039,,,0.30184781551361084,0.530876100063324
24,,11049,0.10028214752674103,0.7160648703575134,,
24,,11099,0.059661462903022766,1.064844012260437,,
24,,11149,0.08497235924005508,1.2563852071762085,,
