epoch,knn_accuracy,step,train_discriminator_loss,train_generator_loss,validation_discriminator_accuracy,validation_discriminator_loss,validation_generator_loss
0,,49,1.365790843963623,0.6932867765426636,,,
0,,99,1.3377615213394165,0.7097485661506653,,,
0,,149,1.336714744567871,0.7063602805137634,,,
0,,199,1.328431487083435,0.7093435525894165,,,
0,,249,1.3168408870697021,0.7233093976974487,,,
0,,299,1.3379313945770264,0.702478289604187,,,
0,,349,1.3090558052062988,0.7233731150627136,,,
0,,399,1.3006889820098877,0.7280133366584778,,,
0,,449,1.3291680812835693,0.697182297706604,,,
0,0.5620344877243042,459,,,0.9997961125458746,1.2941992282867432,0.7021570205688477
1,,499,1.3336029052734375,0.6995128989219666,,,
1,,549,1.3234835863113403,0.7164548635482788,,,
1,,599,1.306938886642456,0.7300467491149902,,,
1,,649,1.2988749742507935,0.7481075525283813,,,
1,,699,1.3362174034118652,0.6985592246055603,,,
1,,749,1.3412420749664307,0.6978864669799805,,,
1,,799,1.3021161556243896,0.7326765060424805,,,
1,,849,1.3128101825714111,0.7238578796386719,,,
1,,899,1.3043463230133057,0.7260596752166748,,,
1,0.5415114760398865,919,,,0.7952969960581759,1.2899253368377686,0.7300238013267517
2,,949,1.2983582019805908,0.7334141731262207,,,
2,,999,1.321668267250061,0.7311996817588806,,,
2,,1049,1.294925570487976,0.738623857498169,,,
2,,1099,1.3129041194915771,0.723560631275177,,,
2,,1149,1.3190858364105225,0.7356160283088684,,,
2,,1199,1.3212196826934814,0.7261964082717896,,,
2,,1249,1.2817094326019287,0.7869753837585449,,,
2,,1299,1.3449742794036865,0.7257213592529297,,,
2,,1349,1.3018548488616943,0.7712109088897705,,,
2,0.5149077773094177,1379,,,0.5874677178197635,1.3521870374679565,0.7064446806907654
3,,1399,1.2677189111709595,0.8032429218292236,,,
3,,1449,1.2937965393066406,0.7571495771408081,,,
3,,1499,1.2597967386245728,0.779778003692627,,,
3,,1549,1.2808820009231567,0.7687702178955078,,,
3,,1599,1.2793691158294678,0.7464050054550171,,,
3,,1649,1.2959507703781128,0.728398323059082,,,
3,,1699,1.2778582572937012,0.7859148979187012,,,
3,,1749,1.2920664548873901,0.7645230889320374,,,
3,,1799,1.3279180526733398,0.7196068167686462,,,
3,0.5467012524604797,1839,,,0.6310316705178741,1.3465571403503418,0.7405593991279602
4,,1849,1.2856334447860718,0.7491083741188049,,,
4,,1899,1.2683684825897217,0.7666070461273193,,,
4,,1949,1.257577896118164,0.7819913029670715,,,
4,,1999,1.2254657745361328,0.8258329033851624,,,
4,,2049,1.2919559478759766,0.7298583388328552,,,
4,,2099,1.2051465511322021,0.839216947555542,,,
4,,2149,1.2710802555084229,0.7710791230201721,,,
4,,2199,1.3018903732299805,0.7395097017288208,,,
4,,2249,1.1954433917999268,0.8366478085517883,,,
