epoch,knn_accuracy,step,train_discriminator_loss,train_generator_loss,validation_discriminator_accuracy,validation_discriminator_loss,validation_generator_loss
0,,49,1.3595914840698242,0.6939167976379395,,,
0,,99,1.3505942821502686,0.6973448395729065,,,
0,,149,1.3309845924377441,0.7042778134346008,,,
0,,199,1.3325552940368652,0.7000539898872375,,,
0,,249,1.314530372619629,0.7174587249755859,,,
0,,299,1.3121353387832642,0.7093543410301208,,,
0,,349,1.2940638065338135,0.72622150182724,,,
0,,399,1.328843593597412,0.6941050291061401,,,
0,,449,1.2959423065185547,0.7266308069229126,,,
0,0.5251113772392273,459,,,0.4998640750305831,1.3019236326217651,0.6889737248420715
1,,499,1.2932593822479248,0.7364321947097778,,,
1,,549,1.3237208127975464,0.7081847190856934,,,
1,,599,1.2836475372314453,0.7506042718887329,,,
1,,649,1.2910354137420654,0.7527602910995483,,,
1,,699,1.2938570976257324,0.7424066662788391,,,
1,,749,1.3334393501281738,0.7050983905792236,,,
1,,799,1.295753002166748,0.7326878309249878,,,
1,,849,1.2662434577941895,0.7535272240638733,,,
1,,899,1.2677890062332153,0.755160391330719,,,
1,0.5117894411087036,919,,,0.9933396764985728,1.2879408597946167,0.7240662574768066
2,,949,1.2865238189697266,0.7421916723251343,,,
2,,999,1.2829234600067139,0.741401195526123,,,
2,,1049,1.2659491300582886,0.7710627317428589,,,
2,,1099,1.2679109573364258,0.7612022161483765,,,
2,,1149,1.333371877670288,0.7116373777389526,,,
2,,1199,1.2704925537109375,0.7745504975318909,,,
2,,1249,1.284317970275879,0.7716428637504578,,,
2,,1299,1.326096534729004,0.7286288142204285,,,
2,,1349,1.2674849033355713,0.7870451807975769,,,
2,0.5543299913406372,1379,,,0.8632594807666168,1.329514741897583,0.7227551341056824
3,,1399,1.2613013982772827,0.8046798706054688,,,
3,,1449,1.298788070678711,0.7682096362113953,,,
3,,1499,1.2751858234405518,0.7878316640853882,,,
3,,1549,1.3170952796936035,0.7277434468269348,,,
3,,1599,1.2703156471252441,0.8006799221038818,,,
3,,1649,1.2691084146499634,0.7815241813659668,,,
3,,1699,1.298548936843872,0.754296064376831,,,
3,,1749,1.2757611274719238,0.7691954374313354,,,
3,,1799,1.314765453338623,0.7375993728637695,,,
3,0.5639834403991699,1839,,,0.7903357346744597,1.3040797710418701,0.7545064687728882
4,,1849,1.2804925441741943,0.7742910385131836,,,
4,,1899,1.2954668998718262,0.7760806083679199,,,
4,,1949,1.2819209098815918,0.7880331873893738,,,
4,,1999,1.2887104749679565,0.7663975358009338,,,
4,,2049,1.2841534614562988,0.7647615075111389,,,
4,,2099,1.280432939529419,0.8000878095626831,,,
4,,2149,1.2583425045013428,0.7843228578567505,,,
4,,2199,1.2089956998825073,0.8420118093490601,,,
4,,2249,1.1639342308044434,0.8532896637916565,,,
4,,2299,1.303593635559082,0.703070878982544,,,
4,0.5995945930480957,2299,,,0.45643604730188936,1.344157099723816,0.659399688243866
5,,2349,1.1771363019943237,0.835192084312439,,,
5,,2399,1.2280997037887573,0.8018333911895752,,,
5,,2449,1.1652143001556396,0.8378012776374817,,,
5,,2499,1.1762123107910156,0.7974607944488525,,,
5,,2549,1.223728895187378,0.7976317405700684,,,
5,,2599,1.2016525268554688,0.8625317215919495,,,
5,,2649,1.2769696712493896,0.8047266006469727,,,
5,,2699,1.1611809730529785,0.8725197911262512,,,
5,,2749,1.2013952732086182,0.9270492792129517,,,
5,0.562041163444519,2759,,,0.6762267228489873,1.2881120443344116,0.7952329516410828
6,,2799,1.1485905647277832,0.9082043170928955,,,
6,,2849,1.3152977228164673,0.8990952968597412,,,
6,,2899,1.2276527881622314,0.8280221223831177,,,
6,,2949,1.114393949508667,0.929521381855011,,,
6,,2999,1.2074778079986572,0.8648249506950378,,,
6,,3049,1.2481918334960938,0.8434308767318726,,,
6,,3099,1.1022484302520752,1.0089759826660156,,,
6,,3149,1.332148790359497,0.7269459962844849,,,
6,,3199,0.9560577273368835,1.1626808643341064,,,
6,0.5350298285484314,3219,,,0.6957999184450183,1.2898743152618408,0.7168965339660645
7,,3249,1.2200311422348022,0.8187556862831116,,,
7,,3299,0.9953891038894653,1.22525954246521,,,
7,,3349,1.161990761756897,1.0059236288070679,,,
7,,3399,1.237977385520935,0.891484260559082,,,
7,,3449,1.4294099807739258,0.7391970753669739,,,
7,,3499,1.072770118713379,0.9826449155807495,,,
7,,3549,1.3928923606872559,0.8120383620262146,,,
7,,3599,1.2819232940673828,0.890233039855957,,,
7,,3649,1.2748305797576904,0.7328915596008301,,,
7,0.5318580865859985,3679,,,0.6440125050971863,1.3201578855514526,0.8152355551719666
8,,3699,1.1564762592315674,0.8399699330329895,,,
8,,3749,1.109083652496338,1.003857135772705,,,
8,,3799,1.4987159967422485,0.7749325037002563,,,
8,,3849,1.0231554508209229,1.1705257892608643,,,
8,,3899,1.1366770267486572,0.9285001754760742,,,
8,,3949,1.2195779085159302,0.7683581709861755,,,
8,,3999,1.2188985347747803,0.92821204662323,,,
8,,4049,1.3388309478759766,0.8527925610542297,,,
8,,4099,1.2959057092666626,0.798790454864502,,,
8,0.5383931994438171,4139,,,0.4198722305287481,1.4423707723617554,0.6956195831298828
9,,4149,1.292189121246338,0.7502754330635071,,,
9,,4199,1.2876558303833008,0.8028596043586731,,,
9,,4249,1.2276620864868164,0.9258028864860535,,,
9,,4299,1.3577301502227783,0.7582824230194092,,,
9,,4349,1.391723871231079,0.7785754203796387,,,
9,,4399,1.4057177305221558,0.7504849433898926,,,
9,,4449,1.2914422750473022,0.7797971963882446,,,
9,,4499,1.369935154914856,0.8452256917953491,,,
9,,4549,1.194779396057129,0.9214024543762207,,,
9,,4599,1.2203843593597412,0.9846790432929993,,,
9,0.5021026134490967,4599,,,0.6501970912056545,1.2306938171386719,0.9644208550453186
10,,4649,1.2008624076843262,0.9148849844932556,,,
10,,4699,1.250853419303894,0.9236048460006714,,,
10,,4749,1.3322192430496216,0.7274588346481323,,,
10,,4799,1.3181604146957397,0.7901722192764282,,,
10,,4849,1.2225852012634277,0.9170514345169067,,,
10,,4899,1.3154618740081787,0.8234060406684875,,,
10,,4949,1.2697395086288452,0.8233540058135986,,,
10,,4999,1.24160635471344,0.837485671043396,,,
10,,5049,1.1458051204681396,0.9594403505325317,,,
10,0.5433111786842346,5059,,,0.7267908114720674,1.2643353939056396,0.801418662071228
11,,5099,1.2255916595458984,0.8779982328414917,,,
11,,5149,1.347508192062378,0.7935171127319336,,,
11,,5199,1.2752659320831299,0.8243739604949951,,,
11,,5249,1.3037796020507812,0.7822753190994263,,,
11,,5299,1.2765557765960693,0.855887770652771,,,
11,,5349,1.226999044418335,0.8399375677108765,,,
11,,5399,1.117323637008667,1.0075823068618774,,,
11,,5449,1.3579199314117432,0.7823857665061951,,,
11,,5499,1.306046485900879,0.8662477731704712,,,
11,0.5432020425796509,5519,,,0.4910289520184858,1.4009631872177124,0.7154929041862488
12,,5549,1.1426024436950684,1.0969111919403076,,,
12,,5599,1.2093796730041504,0.968961775302887,,,
12,,5649,1.3143532276153564,0.936518132686615,,,
12,,5699,1.2805476188659668,0.8086096048355103,,,
12,,5749,1.285623550415039,0.8645912408828735,,,
12,,5799,1.2281382083892822,0.8955197930335999,,,
12,,5849,1.3715333938598633,0.7665305733680725,,,
12,,5899,1.2717597484588623,0.8540205955505371,,,
12,,5949,1.2751096487045288,0.868529200553894,,,
12,0.5334885120391846,5979,,,0.585700693217344,1.3715906143188477,0.7305752635002136
13,,5999,1.2325046062469482,0.902904748916626,,,
13,,6049,1.1404221057891846,1.0111736059188843,,,
13,,6099,1.4162431955337524,0.7169047594070435,,,
13,,6149,1.3947298526763916,0.7971012592315674,,,
